,index,address,zip_code,price,bed,bath,sqr_footage,property_link
1570,1570,8567 Hudson St,V6P 4M3,"$1,880,000",6 beds,3 baths,"2,421 ",https://www.redfin.com/bc/vancouver/8567-Hudson-St-V6P-4M3/home/155659853
1571,1571,8490 French St,V6P 4W2,"$1,638,000",3 beds,2 baths,"1,524 ",https://www.redfin.com/bc/vancouver/8490-French-St-V6P-4W2/home/168584730
1572,1572,1353 W 70th Ave #103,V6P 2Y9,"$499,000",1 bed,1 bath,615 ,https://www.redfin.com/bc/vancouver/1353-W-70th-Ave-V6P-2Y9/unit-103/home/155619840
1573,1573,1505 W 62nd Ave,V6P 2E8,"$2,999,000",8 beds,5 baths,"3,297 ",https://www.redfin.com/bc/vancouver/1505-W-62nd-Ave-V6P-2E8/home/155662657
1574,1574,7565 Oak St #21,V6P 4A4,"$1,398,000",3 beds,2.5 baths,"1,281 ",https://www.redfin.com/bc/vancouver/7565-Oak-St-V6P-4A4/unit-21/home/189563849
1575,1575,995 W 59th Ave #102,V6P 6Z2,"$999,900",2 beds,2 baths,998 ,https://www.redfin.com/bc/vancouver/995-W-59th-Ave-V6P-6Y3/unit-102/home/155487720
1576,1576,8538 Fremlin St,V6P 3X2,"$1,288,000",3 beds,2.5 baths,"1,172 ",https://www.redfin.com/bc/vancouver/8538-Fremlin-St-V6P-3X2/home/155536085
1577,1577,8680 Fremlin St #307,V6P 3X3,"$468,000",1 bed,1 bath,620 ,https://www.redfin.com/bc/vancouver/8680-Fremlin-St-V6P-3X3/unit-307/home/155456493
1578,1578,8190 Cartier St,V6P 4T5,"$1,990,000",4 beds,3.5 baths,"1,510 ",https://www.redfin.com/bc/vancouver/8190-Cartier-St-V6P-4T5/home/190726640
1579,1579,8192 Cartier St,V6P 4T5,"$1,990,000",3 beds,3.5 baths,"1,346 ",https://www.redfin.com/bc/vancouver/8192-Cartier-St-V6P-4T5/home/155718200
1580,1580,8182 Cartier St,V6P 4T5,"$1,990,000",4 beds,3.5 baths,"1,509 ",https://www.redfin.com/bc/vancouver/8182-Cartier-St-V6P-4T5/home/190400088
1581,1581,8295 Angus Dr,V6P 5L1,"$4,680,000",5 beds,3 baths,"2,400 ",https://www.redfin.com/bc/vancouver/8295-Angus-Dr-V6P-5L1/home/155501397
1582,1582,8888 Osler St #407,V6P 4G2,"$895,000",2 beds,2 baths,808 ,https://www.redfin.com/bc/vancouver/8888-Osler-St-V6P-4G2/unit-407/home/169453859
1583,1583,8687 SELKIRK St,V6P 4J2,"$5,990,000",— beds,— baths,"6,500 ",https://www.redfin.com/bc/vancouver/8687-Selkirk-St-V6P-4J2/home/155521556
1584,1584,8680 Fremlin St #104,V6P 3X3,"$458,800",1 bed,0.5 baths,618 ,https://www.redfin.com/bc/vancouver/8680-Fremlin-St-V6P-3X3/unit-104/home/155476921
1585,1585,8019 Shaughnessy St,V6P 3X9,"$2,888,000",4 beds,1 bath,"1,639 ",https://www.redfin.com/bc/vancouver/8019-Shaughnessy-St-V6P-3X8/home/155499455
1586,1586,7933 Oak St,V6P 0H9,"$1,299,000",4 beds,2.5 baths,"1,361 ",https://www.redfin.com/bc/vancouver/7933-Oak-St-V6P-4A6/home/155497385
1587,1587,1296 W 70th Ave #201,V6P 2Y5,"$867,900",2 beds,1 bath,839 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-201/home/155454146
1588,1588,8488 Cornish St #520,V6P 0C2,"$945,000",2 beds,2 baths,910 ,https://www.redfin.com/bc/vancouver/8488-Cornish-St-V6P-0C2/unit-520/home/155587091
1589,1589,8184 East Blvd,V6P 5R6,"$3,298,000",3 beds,3.5 baths,"2,561 ",https://www.redfin.com/bc/vancouver/8184-East-Blvd-V6P-5R6/home/155498561
1590,1590,8107 Shaughnessy St,V6P 3X9,"$1,978,000",3 beds,2.5 baths,"1,730 ",https://www.redfin.com/bc/vancouver/8107-Shaughnessy-St-V6P-3X9/home/155645766
1591,1591,7623 Granville St,V6P 4Y8,"$3,980,000",3 beds,3 baths,"3,601 ",https://www.redfin.com/bc/vancouver/7623-Granville-St-V6P-4Y8/home/155561640
1592,1592,8488 Cornish St #608,V6P 0C2,"$598,800",1 bed,1 bath,575 ,https://www.redfin.com/bc/vancouver/8488-Cornish-St-V6P-0C2/unit-608/home/155587456
1593,1593,829 W 66th Ave,V6P 2R7,"$3,980,000",5 beds,3 baths,"3,796 ",https://www.redfin.com/bc/vancouver/829-W-66th-Ave-V6P-2R7/home/155680449
1594,1594,7909 Oak St,V6P 4A6,"$1,550,000",3 beds,2.5 baths,"1,568 ",https://www.redfin.com/bc/vancouver/7909-Oak-St-V6P-4A6/home/169648657
1595,1595,8555 Granville St #1606,V6P 0C3,"$1,249,000",2 beds,2 baths,997 ,https://www.redfin.com/bc/vancouver/8555-Granville-St-V6P-0C3/unit-1606/home/168584693
1596,1596,8303 French St,V6P 4W3,"$1,749,900",3 beds,2.5 baths,"1,388 ",https://www.redfin.com/bc/vancouver/8303-French-St-V6P/home/191288464
1597,1597,8331 French St,V6P 4W3,"$719,900",1 bed,1 bath,523 ,https://www.redfin.com/bc/vancouver/8331-French-St-V6P/home/184706279
1598,1598,8329 French St,V6P 4W3,"$1,319,900",3 beds,2 baths,"1,001 ",https://www.redfin.com/bc/vancouver/8329-French-St-V6P/home/191288264
1599,1599,970 W 64th Ave,V6P 2M1,"$2,888,000",1 bed,1 bath,758 ,https://www.redfin.com/bc/vancouver/970-W-64th-Ave-V6P-2M2/home/155706425
1600,1600,1316 W 59th Ave,V6P 1Y5,"$4,488,800",5 beds,7 baths,"3,773 ",https://www.redfin.com/bc/vancouver/1316-W-59th-Ave-V6P-1Y5/home/155502091
1601,1601,970 Park Dr,V6P 2J4,"$2,499,900",4 beds,3 baths,"1,918 ",https://www.redfin.com/bc/vancouver/970-Park-Dr-V6P-3X7/home/194406261
1602,1602,8888 Osler St #211,V6P 4G2,"$638,888",1 bed,1 bath,616 ,https://www.redfin.com/bc/vancouver/8888-Osler-St-V6P-4G2/unit-211/home/180551466
1603,1603,7813 Shaughnessy St,V6P 3X7,"$1,199,900",3 beds,2 baths,"1,018 ",https://www.redfin.com/bc/vancouver/7813-Shaughnessy-St-V6P-3X7/home/194405557
1604,1604,7565 Oak St #24,V6P 4A4,"$1,380,000",3 beds,2.5 baths,"1,230 ",https://www.redfin.com/bc/vancouver/7565-Oak-St-V6P-4A4/unit-24/home/186475683
1605,1605,1296 W 70th Ave #204,V6P 2Y5,"$807,675",1 bed,1 bath,704 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-204/home/155454116
1606,1606,8775 Cartier St #405,V6P 4V3,"$549,000",1 bed,1 bath,669 ,https://www.redfin.com/bc/vancouver/8775-Cartier-St-V6P-4V3/unit-405/home/155572543
1607,1607,1845 W 62 Ave,V6P 2G3,"$3,780,000",5 beds,4 baths,"3,387 ",https://www.redfin.com/bc/vancouver/1845-W-62nd-Ave-V6P-2G3/home/155510117
1608,1608,1296 W 70th Ave #305,V6P 2Y5,"$862,800",2 beds,1 bath,831 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-305/home/155454007
1609,1609,7477 Granville #142,V0V 0V0,"$1,289,000",3 beds,2 baths,995 ,https://www.redfin.com/bc/vancouver/7477-Granville-St-V6P/unit-142/home/194303464
1610,1610,7477 Granville #145,V0V 0V0,"$849,000",2 beds,2 baths,762 ,https://www.redfin.com/bc/vancouver/7477-Granville-St-V6P/unit-145/home/194303041
1611,1611,1296 W 70th Ave #101,V6P 2Y5,"$894,795",2 beds,1 bath,833 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-101/home/155454048
1612,1612,1296 W 70th Ave #205,V6P 2Y5,"$980,100",2 beds,1 bath,831 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-205/home/155570698
1613,1613,1296 W 70th Ave #301,V6P 2Y5,"$977,790",2 beds,1 bath,839 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-301/home/155570712
1614,1614,1296 W 70th Ave #102,V6P 2Y5,"$742,500",1 bed,1 bath,691 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-102/home/155611108
1615,1615,8192 Haig St #2,V6P 4R9,"$1,880,000",4 beds,2.5 baths,"1,490 ",https://www.redfin.com/bc/vancouver/8192-Haig-St-V6P-4R9/unit-2/home/188944335
1616,1616,8192 Haig St #1,V6P 4R9,"$1,880,000",4 beds,2.5 baths,"1,479 ",https://www.redfin.com/bc/vancouver/8192-Haig-St-V6P-4R9/unit-1/home/188944293
1617,1617,7465 Laurel St,V6P 6Y4,"$2,180,000",4 beds,3.5 baths,"2,263 ",https://www.redfin.com/bc/vancouver/7465-Laurel-St-V6P-6Y4/home/155509539
1618,1618,1487 W 59th Ave,V6P 0G1,"$1,790,000",3 beds,2.5 baths,"1,656 ",https://www.redfin.com/bc/vancouver/1487-W-59th-Ave-V6P-1Y8/home/168581646
1619,1619,8888 Osler St #602,V6P 4G2,"$1,188,000",2 beds,2 baths,945 ,https://www.redfin.com/bc/vancouver/8888-Osler-St-V6P-4G2/unit-602/home/177175062
1620,1620,7828 Granville St #201,V6P 4Z2,"$899,000",2 beds,2 baths,859 ,https://www.redfin.com/bc/vancouver/7828-Granville-St-V6P-4Z2/unit-201/home/168584604
1621,1621,989 W 67 Th Ave #102,V6P 4B1,"$2,377,159",3 beds,3 baths,"1,663 ",https://www.redfin.com/bc/vancouver/989-W-67th-Ave-V6P-4B1/unit-102/home/194009830
1622,1622,989 W 67th Ave #103,V6P 4B1,"$2,205,006",3 beds,3 baths,"1,505 ",https://www.redfin.com/bc/vancouver/989-W-67th-Ave-V6P-4B1/unit-103/home/193985804
1623,1623,1296 W 70th Ave #302,V6P 2Y5,"$720,300",1 bed,1 bath,676 ,https://www.redfin.com/bc/vancouver/1296-W-70th-Ave-V6P-2Y5/unit-302/home/155454063
1624,1624,"303,401-1296 W 70 St Unit 202-3,",V6P 2Y5,"$3,473,400",4 beds,5 baths,"3,249 ",https://www.redfin.com/bc/vancouver/1296-W-70-ST-V6P-2Y5/unit-202-3/home/193970150
1625,1625,8890 Osler St,V6P 4G2,"$678,000",1 bed,1 bath,545 ,https://www.redfin.com/bc/vancouver/8890-Osler-St-V6P/home/187039114
1626,1626,8431 SHAUGHNESSY St Unit 8427-,V6P 3Y1,"$2,280,000",4 beds,2 baths,"1,878 ",https://www.redfin.com/bc/vancouver/8431-Shaughnessy-St-V6P-3Y1/unit-8427/home/186024989
1627,1627,8427-8431 Shaughnessy St,V6P 3Y1,"$2,280,000",4 beds,2 baths,"1,878 ",https://www.redfin.com/bc/vancouver/8431-Shaughnessy-St-V6P-3Y1/home/155481982
1628,1628,8321 Shaughnessy St,V6P 3Y1,"$1,998,000",2 beds,1.5 baths,"2,035 ",https://www.redfin.com/bc/vancouver/8321-Shaughnessy-St-V6P-3Y1/home/155659283
1629,1629,8488 Cornish St #903,V6P 0C2,"$678,000",1 bed,1 bath,591 ,https://www.redfin.com/bc/vancouver/8488-Cornish-St-V6P-0C2/unit-903/home/155587179
1630,1630,1718 W 61st Ave,V6P 2C3,"$5,998,000",6 beds,6.5 baths,"4,343 ",https://www.redfin.com/bc/vancouver/1718-W-61st-Ave-V6P-2C3/home/155664504
1631,1631,1419 W 59th Ave,V6P 1Y8,"$4,988,000",5 beds,6 baths,"4,219 ",https://www.redfin.com/bc/vancouver/1419-W-59th-Ave-V6P-1Y8/home/155546924
1632,1632,8888 Osler St #410,V6P 4G2,"$599,000",1 bed,1 bath,457 ,https://www.redfin.com/bc/vancouver/8888-Osler-St-V6P-4G2/unit-410/home/186404562
1633,1633,1649 W 69th Ave,V6P 2W7,"$3,288,000",10 beds,5 baths,"3,478 ",https://www.redfin.com/bc/vancouver/1649-W-69th-Ave-V6P-2W7/home/155676884
1634,1634,8117 Shaughnessy St,V6P 3X9,"$1,838,000",3 beds,2.5 baths,"1,668 ",https://www.redfin.com/bc/vancouver/8117-Shaughnessy-St-V6P-3X9/home/168584823
1635,1635,2025 SW Marine Dr,V6P 6B4,"$5,600,000",4 beds,4 baths,"7,482 ",https://www.redfin.com/bc/vancouver/2025-SW-Marine-Dr-V6P-6B4/home/155510378
1636,1636,1529 W 66th Ave,V6P 2R8,"$3,400,000",6 beds,6 baths,"2,875 ",https://www.redfin.com/bc/vancouver/1529-W-66th-Ave-V6P-2R8/home/155676912
1637,1637,7567 Oak St #37,V6P 4A4,"$1,290,000",3 beds,2 baths,"1,183 ",https://www.redfin.com/bc/vancouver/7567-Oak-St-V6P-4A4/unit-37/home/189564720
1638,1638,989 W 67 Th Ave #707,V6P 4B1,"$1,089,229",2 beds,1 bath,642 ,https://www.redfin.com/bc/vancouver/989-W-67th-Ave-V6P-4B1/unit-707/home/193155416
1639,1639,989 W 67 Th Ave #705,V6P 4B1,"$1,399,627",2 beds,2 baths,799 ,https://www.redfin.com/bc/vancouver/989-W-67th-Ave-V6P-4B1/unit-705/home/193155327
1640,1640,989 W 67 Th Ave #702,V6P 4B1,"$876,604",1 bed,1 bath,538 ,https://www.redfin.com/bc/vancouver/989-W-67th-Ave-V6P-4B1/unit-702/home/190872450
1641,1641,8851 GRANVILLE St,V7V 1Z3,"$5,000,000",— beds,— baths,"10,048 ",https://www.redfin.com/bc/vancouver/8851-Granville-St-V6P-5A4/home/155651457
1642,1642,8607 Selkirk St,V6P 4J2,"$3,449,000",8 beds,5 baths,"3,212 ",https://www.redfin.com/bc/vancouver/8607-Selkirk-St-V6P-4J2/home/155679712
1643,1643,7828 Granville St #324,V6P 4Z2,"$519,900",1 bed,1 bath,488 ,https://www.redfin.com/bc/vancouver/7828-Granville-St-V6P-4Z2/unit-324/home/168584617
1644,1644,1706 W 68th Ave #2,V6P 2V8,"$3,299,000",7 beds,6 baths,"2,892 ",https://www.redfin.com/bc/vancouver/1706-W-68th-Ave-V6P-2V8/unit-2/home/192600433
1645,1645,1706 W 68th Ave #1,V6P 2V8,"$3,299,000",6 beds,6 baths,"2,920 ",https://www.redfin.com/bc/vancouver/1706-W-68th-Ave-V6P-2V8/unit-1/home/192600423
1646,1646,8437 Oak St,V6P 4A9,"$1,900,000",3 beds,2.5 baths,"1,134 ",https://www.redfin.com/bc/vancouver/8437-Oak-St-V6P-4A9/home/155691539
1647,1647,2106 SW Marine Dr,V6P 6B5,"$27,500,000",6 beds,8 baths,"10,301 ",https://www.redfin.com/bc/vancouver/2106-SW-Marine-Dr-V6P-6B5/home/155664128
1648,1648,8083 Angus Dr,V6P 5K9,"$10,888,000",4 beds,6 baths,"5,900 ",https://www.redfin.com/bc/vancouver/8083-Angus-Dr-V6P-5K9/home/155518413
1649,1649,8488 Cornish St #615,V6P 0C2,"$658,000",1 bed,1 bath,581 ,https://www.redfin.com/bc/vancouver/8488-Cornish-St-V6P-0C2/unit-615/home/155521780
1650,1650,8888 Osler St #315,V6P 4G2,"$599,000",1 bed,1 bath,456 ,https://www.redfin.com/bc/vancouver/8888-Osler-St-V6P-4G2/unit-315/home/186404593
1651,1651,8588 Cornish St #1703,V6P 0C1,"$1,633,000",3 beds,2 baths,"1,325 ",https://www.redfin.com/bc/vancouver/8588-Cornish-St-V6P-5B7/unit-1703/home/168584535
1652,1652,8467 Oak St,V6P 4A9,"$3,900,000",4 beds,2.5 baths,"1,835 ",https://www.redfin.com/bc/vancouver/8467-Oak-St-V6P-4A9/home/155528901
1653,1653,8415 Granville St #904,V6P 4Z9,"$726,900",1 bed,1 bath,452 ,https://www.redfin.com/bc/vancouver/8415-Granville-St-V6P-4Z9/unit-904/home/187657302
1654,1654,8415 Granville St #408,V6P 4Z9,"$851,900",1 bed,1 bath,570 ,https://www.redfin.com/bc/vancouver/8415-Granville-St-V6P-4Z9/unit-408/home/187647362
1655,1655,1850 SW Marine Dr,V6P 6B2,"$8,500,000",6 beds,4.5 baths,"5,036 ",https://www.redfin.com/bc/vancouver/1850-SW-Marine-Dr-V6P-6B2/home/168547869
1656,1656,8439 Oak St,V6P 4A9,"$1,900,000",2 beds,2.5 baths,"1,113 ",https://www.redfin.com/bc/vancouver/8439-Oak-St-V6P-4A9/home/155492599
1657,1657,7637 West Blvd,V6P 5S3,"$4,350,000",4 beds,4 baths,"3,362 ",https://www.redfin.com/bc/vancouver/7637-West-Blvd-V6P-5S3/home/155685795
1658,1658,8463 Oak St,V6P 4A9,"$1,900,000",3 beds,2.5 baths,"1,154 ",https://www.redfin.com/bc/vancouver/8463-Oak-St-V6P-4A9/home/155423891
1659,1659,8423 Oak St,V6P 4A9,"$1,900,000",3 beds,2.5 baths,"1,134 ",https://www.redfin.com/bc/vancouver/8423-Oak-St-V6P-4A9/home/155545018
1660,1660,8433 Oak St,V6P 4A9,"$3,150,000",3 beds,2.5 baths,"1,134 ",https://www.redfin.com/bc/vancouver/8433-Oak-St-V6P-4A9/home/155482649
1661,1661,8461 Oak St,V6P 4A9,"$2,000,000",3 beds,2.5 baths,"1,124 ",https://www.redfin.com/bc/vancouver/8461-Oak-St-V6P-4A9/home/155635638
1662,1662,8588 Cornish St #1105,V6P 0C1,"$868,000",2 beds,2 baths,817 ,https://www.redfin.com/bc/vancouver/8588-Cornish-St-V6P-5B7/unit-1105/home/167168814
1663,1663,8692 FRENCH St,V6P 4W6,"$4,880,000",— beds,— baths,"6,500 ",https://www.redfin.com/bc/vancouver/8692-French-St-V6P-4W6/home/155511223
1664,1664,7828 Granville St #123,V6P 4Z2,"$849,000",2 beds,2 baths,862 ,https://www.redfin.com/bc/vancouver/7828-Granville-St-V6P-4Z2/unit-123/home/168584601
1665,1665,1659 W 63rd Ave,V6P 2H7,"$2,599,000",3 beds,2.5 baths,"2,200 ",https://www.redfin.com/bc/vancouver/1659-W-63rd-Ave-V6P-2H7/home/155694505
1666,1666,8453 Fremlin St,V6P 3X1,"$1,549,000",3 beds,2.5 baths,"1,326 ",https://www.redfin.com/bc/vancouver/8453-Fremlin-St-V6P-3X1/home/155601056
1667,1667,1926 W 62nd Ave,V6P 2G6,"$3,850,000",5 beds,5.5 baths,"3,915 ",https://www.redfin.com/bc/vancouver/1926-W-62nd-Ave-V6P-2G6/home/155552207
1668,1668,8412 Fremlin St,V6P 3X2,"$1,399,000",3 beds,2.5 baths,"1,202 ",https://www.redfin.com/bc/vancouver/8412-Fremlin-St-V6P-3X2/home/155634717
1669,1669,8086 Laurel St,V6P 3V1,"$2,749,000",6 beds,4.5 baths,"2,140 ",https://www.redfin.com/bc/vancouver/8086-Laurel-St-V6P-3V1/home/195155833
1670,1670,7541 Osler St,V6P 4C8,"$2,799,000",5 beds,3.5 baths,"2,524 ",https://www.redfin.com/bc/vancouver/7541-Osler-St-V6P-4C8/home/155658936
1671,1671,850 W 64th Ave,V6P 3V1,"$2,699,000",6 beds,4.5 baths,"2,095 ",https://www.redfin.com/bc/vancouver/850-W-64th-Ave-V6P-3V2/home/195145048
1672,1672,8398 Oak St #603,V6P 4A9,"$1,360,900",3 beds,2 baths,941 ,https://www.redfin.com/bc/vancouver/8398-Oak-St-V6P-4B1/unit-603/home/195136317
1673,1673,8398 Oak St #301,V6P 4A9,"$974,900",2 beds,2 baths,835 ,https://www.redfin.com/bc/vancouver/8398-Oak-St-V6P-4B1/unit-301/home/195134405
1674,1674,8398 Oak St #312,V6P 4A9,"$675,900",1 bed,1 bath,556 ,https://www.redfin.com/bc/vancouver/8398-Oak-St-V6P-4B1/unit-312/home/195134227
1675,1675,1472 W 67th Ave,V6P 4W3,"$1,699,000",3 beds,2.5 baths,"1,458 ",https://www.redfin.com/bc/vancouver/1472-W-67th-Ave-V6P-4W3/home/195117492
1676,1676,8772 SW Marine Dr #101,V6P 6A4,"$710,000",2 beds,2 baths,"1,124 ",https://www.redfin.com/bc/vancouver/8772-SW-Marine-Dr-V6P-6A4/unit-101/home/155618668
1677,1677,866 W 59th Ave,V6P 1X7,"$2,188,000",6 beds,3.5 baths,"2,241 ",https://www.redfin.com/bc/vancouver/866-W-59th-Ave-V6P-1X7/home/155648769
1678,1678,1976 W 61st Ave,V6P 2C7,"$2,898,000",6 beds,2.5 baths,"2,970 ",https://www.redfin.com/bc/vancouver/1976-W-61st-Ave-V6P-2C7/home/155510157
1679,1679,8588 Osler St,V6P 0G4,"$1,680,000",3 beds,2.5 baths,"1,697 ",https://www.redfin.com/bc/vancouver/8588-Osler-St-V6P-4E4/home/168584793
1680,1680,1479 W 59th Ave,V6P 1Y8,"$2,280,000",8 beds,5.5 baths,"4,291 ",https://www.redfin.com/bc/vancouver/1479-W-59th-Ave-V6P-1Y8/home/155561313
1681,1681,8315 French St,V6P 4W3,"$1,298,800",3 beds,2 baths,996 ,https://www.redfin.com/bc/vancouver/8315-French-St-V6P/home/184706054
1682,1682,8488 Cornish St #620,V6P 0C2,"$948,000",2 beds,2 baths,911 ,https://www.redfin.com/bc/vancouver/8488-Cornish-St-V6P-0C2/unit-620/home/155587228
1683,1683,1895 W 60th Ave,V6P 2A8,"$3,880,000",5 beds,6.5 baths,"3,239 ",https://www.redfin.com/bc/vancouver/1895-W-60th-Ave-V6P-2A9/home/155467383
1684,1684,8079 Selkirk St #2,V6P 4H8,"$1,988,999",3 beds,3.5 baths,"1,558 ",https://www.redfin.com/bc/vancouver/8079-Selkirk-St-V6P-4H8/unit-2/home/194984420
1685,1685,7481 Laurel St,V6P 6Y4,"$1,799,000",4 beds,3.5 baths,"1,890 ",https://www.redfin.com/bc/vancouver/7481-Laurel-St-V6P-6Y3/home/155523713
1686,1686,8079 Selkirk St #1,V6P 4H8,"$1,988,999",3 beds,3.5 baths,"1,558 ",https://www.redfin.com/bc/vancouver/8079-Selkirk-St-V6P-4H8/unit-1/home/194956604
1687,1687,8068 Haig St,V6P 4R9,"$3,298,800",6 beds,6.5 baths,"2,700 ",https://www.redfin.com/bc/vancouver/8068-Haig-St-V6P-4R9/home/155623315
1688,1688,8522 Shaughnessy St,V6P 3Y2,"$1,499,000",3 beds,3 baths,"1,157 ",https://www.redfin.com/bc/vancouver/8522-Shaughnessy-St-V6P-3Y2/home/155426905
1689,1689,1542 W 65th Ave,V6P 2R1,"$2,288,000",4 beds,2.5 baths,"2,411 ",https://www.redfin.com/bc/vancouver/1542-W-65th-Ave-V6P-2R1/home/155517956
1690,1690,1414 W 73rd Ave #401,V6P 3E8,"$679,000",2 beds,1 bath,984 ,https://www.redfin.com/bc/vancouver/1414-W-73rd-Ave-V6P-3E8/unit-401/home/155478220
1691,1691,989 W 67th Ave #803,V6P 4B1,"$2,258,000",3 beds,2 baths,"1,258 ",https://www.redfin.com/bc/vancouver/989-W-67th-Ave-V6P-4B1/unit-803/home/190652944
1692,1692,7903 Oak St,V6P 4A6,"$1,550,000",3 beds,2.5 baths,"1,568 ",https://www.redfin.com/bc/vancouver/7903-Oak-St-V6P-4A6/home/190732451
1693,1693,7531 Oak St,V6P 4A4,"$2,468,000",6 beds,4 baths,"1,935 ",https://www.redfin.com/bc/vancouver/7531-Oak-St-V6P-4A4/home/155675853
1694,1694,1195 W 59 Ave,V6P 1Y1,"$4,900,000",9 beds,5.5 baths,"6,017 ",https://www.redfin.com/bc/vancouver/1195-W-59th-Ave-V6P-1Y1/home/155502372
1695,1695,1503 W 66th Ave #211,V6P 2R8,"$515,000",1 bed,1 bath,564 ,https://www.redfin.com/bc/vancouver/1503-W-66th-Ave-V6P-2R8/unit-211/home/155459267
1696,1696,2060 SW Marine Dr,V6P 6B5,"$3,950,000",3 beds,5 baths,"3,544 ",https://www.redfin.com/bc/vancouver/2060-SW-Marine-Dr-V6P-6B5/home/168547523
1697,1697,1258 Park Dr,V6P 2J9,"$1,788,000",4 beds,1 bath,"1,694 ",https://www.redfin.com/bc/vancouver/1258-Park-Dr-V6P-2J9/home/155554548
1698,1698,8888 Osler St #409,V6P 4G2,"$649,900",1 bed,1 bath,648 ,https://www.redfin.com/bc/vancouver/8888-Osler-St-V6P-4G2/unit-409/home/180545561
1699,1699,1469 W 59th Ave,V6P 1Y8,"$3,390,000",7 beds,5 baths,"4,033 ",https://www.redfin.com/bc/vancouver/1469-W-59th-Ave-V6P-1Y8/home/155660018
1700,1700,7871 French St,V6P 4V8,"$1,650,000",3 beds,2.5 baths,"1,451 ",https://www.redfin.com/bc/vancouver/7871-French-St-V6P-4V8/home/155531549
1701,1701,1688 W 61st Ave,V6P 2C3,"$4,150,000",6 beds,5 baths,"3,948 ",https://www.redfin.com/bc/vancouver/1688-W-61st-Ave-V6P-2C3/home/155495481
1702,1702,8588 Cornish St #1105,V6P 0C1,"$868,000",2 beds,2 baths,817 ,https://www.redfin.com/bc/vancouver/8588-Cornish-St-V6P-5B7/unit-1105/home/167168814
1703,1703,8692 FRENCH St,V6P 4W6,"$4,880,000",— beds,— baths,"6,500 ",https://www.redfin.com/bc/vancouver/8692-French-St-V6P-4W6/home/155511223
1704,1704,7828 Granville St #123,V6P 4Z2,"$849,000",2 beds,2 baths,862 ,https://www.redfin.com/bc/vancouver/7828-Granville-St-V6P-4Z2/unit-123/home/168584601
1705,1705,1659 W 63rd Ave,V6P 2H7,"$2,599,000",3 beds,2.5 baths,"2,200 ",https://www.redfin.com/bc/vancouver/1659-W-63rd-Ave-V6P-2H7/home/155694505
1706,1706,8453 Fremlin St,V6P 3X1,"$1,549,000",3 beds,2.5 baths,"1,326 ",https://www.redfin.com/bc/vancouver/8453-Fremlin-St-V6P-3X1/home/155601056
1707,1707,1926 W 62nd Ave,V6P 2G6,"$3,850,000",5 beds,5.5 baths,"3,915 ",https://www.redfin.com/bc/vancouver/1926-W-62nd-Ave-V6P-2G6/home/155552207
1708,1708,8412 Fremlin St,V6P 3X2,"$1,399,000",3 beds,2.5 baths,"1,202 ",https://www.redfin.com/bc/vancouver/8412-Fremlin-St-V6P-3X2/home/155634717
1709,1709,8086 Laurel St,V6P 3V1,"$2,749,000",6 beds,4.5 baths,"2,140 ",https://www.redfin.com/bc/vancouver/8086-Laurel-St-V6P-3V1/home/195155833
1710,1710,7541 Osler St,V6P 4C8,"$2,799,000",5 beds,3.5 baths,"2,524 ",https://www.redfin.com/bc/vancouver/7541-Osler-St-V6P-4C8/home/155658936
1711,1711,850 W 64th Ave,V6P 3V1,"$2,699,000",6 beds,4.5 baths,"2,095 ",https://www.redfin.com/bc/vancouver/850-W-64th-Ave-V6P-3V2/home/195145048
1712,1712,8398 Oak St #603,V6P 4A9,"$1,360,900",3 beds,2 baths,941 ,https://www.redfin.com/bc/vancouver/8398-Oak-St-V6P-4B1/unit-603/home/195136317
1713,1713,8398 Oak St #301,V6P 4A9,"$974,900",2 beds,2 baths,835 ,https://www.redfin.com/bc/vancouver/8398-Oak-St-V6P-4B1/unit-301/home/195134405
1714,1714,8398 Oak St #312,V6P 4A9,"$675,900",1 bed,1 bath,556 ,https://www.redfin.com/bc/vancouver/8398-Oak-St-V6P-4B1/unit-312/home/195134227
1715,1715,1472 W 67th Ave,V6P 4W3,"$1,699,000",3 beds,2.5 baths,"1,458 ",https://www.redfin.com/bc/vancouver/1472-W-67th-Ave-V6P-4W3/home/195117492
1716,1716,8772 SW Marine Dr #101,V6P 6A4,"$710,000",2 beds,2 baths,"1,124 ",https://www.redfin.com/bc/vancouver/8772-SW-Marine-Dr-V6P-6A4/unit-101/home/155618668
1717,1717,866 W 59th Ave,V6P 1X7,"$2,188,000",6 beds,3.5 baths,"2,241 ",https://www.redfin.com/bc/vancouver/866-W-59th-Ave-V6P-1X7/home/155648769
1718,1718,1976 W 61st Ave,V6P 2C7,"$2,898,000",6 beds,2.5 baths,"2,970 ",https://www.redfin.com/bc/vancouver/1976-W-61st-Ave-V6P-2C7/home/155510157
