,address,bedroom,bathroom,square_footage,price,postalCode,latitude,longitude,property_link,discrepancies
4420,5566 Trafalgar St,5.0,6.0,4725.0,5490000.0,V6N 1C3,49.235984,-123.1655613,https://www.redfin.com/bc/vancouver/5566-Trafalgar-St-V6N-1C3/home/156129953,
4421,557 E Cordova St #304,2.0,2.5,1068.0,865000.0,V6A 1L8,49.2823339,49.2823339,https://www.redfin.com/bc/vancouver/557-E-Cordova-St-V6A-1L8/unit-304/home/160934796,
4422,5570 Baillie St,5.0,1.0,2960.0,4200000.0,V5Z 3M8,49.2349439,49.2349439,https://www.redfin.com/bc/vancouver/5570-Baillie-St-V5Z-3M8/home/156606574,
4423,5577 Stamford St,4.0,4.0,1705.0,1650000.0,V5R 4K6,49.2336694,49.2336694,https://www.redfin.com/bc/vancouver/5577-Stamford-St-V5R-4K6/home/194343394,
4424,5583 Ash St,7.0,5.5,4636.0,7980000.0,V5Z 3G8,49.2348414,49.2348414,https://www.redfin.com/bc/vancouver/5583-Ash-St-V5Z-3G8/home/156767924,
4425,5583 Laburnum St,4.0,2.5,3294.0,4688000.0,V6M 3S7,49.235762,49.235762,https://www.redfin.com/bc/vancouver/5583-Laburnum-St-V6M-3S7/home/156242860,
4426,5588 Churchill St,7.0,4.5,5931.0,9680000.0,V6M 3G9,49.2357037,49.2357037,https://www.redfin.com/bc/vancouver/5588-Churchill-St-V6M-1S6/home/160315945,
4427,5591 Clarendon St,7.0,3.0,2742.0,2355000.0,V5R 3K1,49.2340555,49.2340555,https://www.redfin.com/bc/vancouver/5591-Clarendon-St-V5R-3K1/home/154829850,
4428,5595 Dumfries St,8.0,3.5,2815.0,2188000.0,V5P 3A5,49.2338009,49.2338009,https://www.redfin.com/bc/vancouver/5595-Dumfries-St-V5P-3A5/home/155590271,
4429,5595 Dumfries St,8.0,3.5,2815.0,2188000.0,V5P 3A5,49.2338009,-123.074599,https://www.redfin.com/bc/vancouver/5595-Dumfries-St-V5P-3A5/home/155590271,
4430,5598 Ormidale St #605,1.0,1.0,614.0,639000.0,V5R 0E5,49.2334254,49.2334254,https://www.redfin.com/bc/vancouver/5598-Ormidale-St-V5R-0E5/unit-605/home/168602853,
4431,560 Cardero St #306,2.0,1.5,1429.0,1999999.0,V6G 3E9,49.2914184,49.2914184,https://www.redfin.com/bc/vancouver/560-Cardero-St-V6G-3G1/unit-306/home/155464368,
4432,5609 Ash St,3.0,2.0,1718.0,7980000.0,V5Z 3G8,49.2347034,49.2347034,https://www.redfin.com/bc/vancouver/5609-Ash-St-V5Z-3G8/home/156794659,
4433,561 W 28th Ave #113,3.0,2.0,1077.0,1799900.0,V5Z 2H2,49.2463684,49.2463684,https://www.redfin.com/bc/vancouver/561-W-28th-Ave-V5Z-2H2/unit-113/home/194987747,
4434,561 W 28th Ave #113,3.0,2.0,1077.0,1799900.0,V5Z 2H2,49.2463684,-123.1175556,https://www.redfin.com/bc/vancouver/561-W-28th-Ave-V5Z-2H2/unit-113/home/194987747,
4435,561 W 29th Ave,3.0,2.5,1530.0,2288000.0,V5Z 2H8,49.2454308,49.2454308,https://www.redfin.com/bc/vancouver/561-W-29th-Ave-V5Z-2H7/home/184772019,
4436,5625 Senlac St #205,3.0,2.5,1402.0,1070000.0,V5R 6G8,49.2324355,49.2324355,https://www.redfin.com/bc/vancouver/5625-Senlac-St-V5R-6G8/unit-205/home/154730535,
4437,5628 Killarney St,6.0,2.0,1581.0,1798000.0,V5R 3W2,49.2338043,49.2338043,https://www.redfin.com/bc/vancouver/5628-Killarney-St-V5R-3W2/home/154669159,
4438,5629 Ash St,6.0,4.0,2910.0,7980000.0,V5Z 3G8,49.2345441,49.2345441,https://www.redfin.com/bc/vancouver/5629-Ash-St-V5Z-3G8/home/156779499,
4439,5629 Dunbar St #307,2.0,2.0,1077.0,988800.0,V6N 1W5,49.2354887,49.2354887,https://www.redfin.com/bc/vancouver/5629-Dunbar-St-V6N-1W5/unit-307/home/156094784,
4440,5630 Lincoln St,5.0,2.0,1462.0,1598000.0,V5R 4P4,49.233218,49.233218,https://www.redfin.com/bc/vancouver/5630-Lincoln-St-V5R-4P4/home/154789261,price
4441,5630 Lincoln St,5.0,2.0,1462.0,1598000.0,V5R 4P4,49.233218,-123.0256137,https://www.redfin.com/bc/vancouver/5630-Lincoln-St-V5R-4P4/home/154789261,price
4442,5631 Blenheim St,3.0,2.0,2023.0,3380000.0,V6N 1P7,49.2354505,49.2354505,https://www.redfin.com/bc/vancouver/5631-Blenheim-St-V6N-1P7/home/156104835,
4443,5633 Senlac St,6.0,3.0,2005.0,1145000.0,V5R 6G8,49.2323516,49.2323516,https://www.redfin.com/bc/vancouver/5633-Senlac-St-V5R-6G8/home/154550165,
4444,564 W 64th Ave,5.0,2.0,2627.0,3280000.0,V6P 2K9,49.2121181,49.2121181,https://www.redfin.com/bc/vancouver/564-W-64th-Ave-V6P-2L1/home/155503653,
4445,565 Smithe St #1701,2.0,2.0,757.0,980000.0,V6B 0E4,49.2795653,49.2795653,https://www.redfin.com/bc/vancouver/565-Smithe-St-V6B-0E4/unit-1701/home/168614114,
4446,565 Smithe St #2701,2.0,2.5,1100.0,1398000.0,V6B 0E4,49.2795653,49.2795653,https://www.redfin.com/bc/vancouver/565-Smithe-St-V6B-0E4/unit-2701/home/168614166,
4447,565 Smithe St #604,1.0,1.0,575.0,649900.0,V6B 0E4,49.2795653,49.2795653,https://www.redfin.com/bc/vancouver/565-Smithe-St-V6B-0E4/unit-604/home/168614039,
4448,565 Smithe St #604,1.0,1.0,575.0,649900.0,V6B 0E4,49.2795653,-123.1197934,https://www.redfin.com/bc/vancouver/565-Smithe-St-V6B-0E4/unit-604/home/168614039,
4449,565 Smithe St #803,1.0,1.0,593.0,625000.0,V6B 0E4,49.2795653,49.2795653,https://www.redfin.com/bc/vancouver/565-Smithe-St-V6B-0E4/unit-803/home/168614058,
4450,565 Smithe St #803,1.0,1.0,593.0,625000.0,V6B 0E4,49.2795653,-123.1197934,https://www.redfin.com/bc/vancouver/565-Smithe-St-V6B-0E4/unit-803/home/168614058,
4451,565 Smithe St #804,1.0,1.0,575.0,668000.0,V6B 0E4,49.2795653,49.2795653,https://www.redfin.com/bc/vancouver/565-Smithe-St-V6B-0E4/unit-804/home/168614059,
4452,5665 Boundary Rd #1610,1.0,1.0,479.0,575000.0,V5R 0E4,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-1610/home/168603365,
4453,5665 Boundary Rd #1610,1.0,1.0,479.0,575000.0,V5R 0E4,49.2331201,-123.02396,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-1610/home/168603365,
4454,5665 Boundary Rd #1706,1.0,1.0,531.0,599888.0,V5R 0E4,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-1706/home/168603372,
4455,5665 Boundary Rd #2308,1.0,1.0,492.0,579000.0,V5Z 2W5,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-2308/home/168603444,
4456,5665 Boundary Rd #2308,1.0,1.0,492.0,579000.0,V5Z 2W5,49.2331201,-123.02396,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-2308/home/168603444,
4457,5665 Boundary Rd #2607,2.0,2.0,764.0,798000.0,V5R 0E4,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-2607/home/168603463,
4458,5665 Boundary Rd #2607,2.0,2.0,764.0,798000.0,V5R 0E4,49.2331201,-123.02396,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-2607/home/168603463,
4459,5665 Boundary Rd #2608,1.0,1.0,492.0,599990.0,V5R 0E4,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-2608/home/168603464,
4460,5665 Boundary Rd #2608,1.0,1.0,492.0,599990.0,V5R 0E4,49.2331201,-123.02396,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-2608/home/168603464,
4461,5665 Boundary Rd #2902,2.0,1.0,676.0,749000.0,V5R 0E4,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-2902/home/167079925,
4462,5665 Boundary Rd #3206,1.0,1.0,479.0,589900.0,V5R 0E4,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-3206/home/168603516,
4463,5665 Boundary Rd #514,2.0,1.0,688.0,699900.0,V5R 0E4,49.2331201,49.2331201,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-514/home/168603200,
4464,5665 Boundary Rd #514,2.0,1.0,688.0,699900.0,V5R 0E4,49.2331201,-123.02396,https://www.redfin.com/bc/vancouver/5665-Boundary-Rd-V5R-0E4/unit-514/home/168603200,
4465,5675 Rupert St,8.0,4.0,3621.0,3500000.0,V5R 2K4,49.2332344,49.2332344,https://www.redfin.com/bc/vancouver/5675-Rupert-St-V5R-2K4/home/154670098,
4466,5688 Willow St #107,2.0,2.0,1607.0,1629000.0,V5Z 3S4,49.2340468,49.2340468,https://www.redfin.com/bc/vancouver/5688-Willow-St-V5Z-3S4/unit-107/home/168579676,
4467,5693 Elizabeth St #207,2.0,2.0,995.0,1430000.0,V5Y 3K1,49.2337038,49.2337038,https://www.redfin.com/bc/vancouver/5693-Elizabeth-St-V5Y-3K1/unit-207/home/181541529,
4468,5693 Elizabeth St #408,3.0,2.0,1164.0,1888000.0,V5Y 3K1,49.2337038,49.2337038,https://www.redfin.com/bc/vancouver/5693-Elizabeth-St-V5Y-3K1/unit-408/home/181541517,
4469,5699 Baillie St #601,3.0,2.0,1433.0,1938000.0,V5Z 3M7,49.2340365,49.2340365,https://www.redfin.com/bc/vancouver/5699-Baillie-St-V5Z-3M7/unit-601/home/168579762,
4470,57 W 12th Ave,5.0,2.0,2128.0,1729888.0,V5Y 1T4,49.2604795,49.2604795,https://www.redfin.com/bc/vancouver/57-W-12th-Ave-V5Y-1T4/home/155512590,
4471,5700 Larch St #302,1.0,2.0,988.0,1038000.0,V6M 4E2,49.2344007,49.2344007,https://www.redfin.com/bc/vancouver/5700-Larch-St-V6M-4E2/unit-302/home/156162031,
4472,5723 Balsam St #211,1.0,1.0,869.0,635000.0,V6M 4B8,49.234394,49.234394,https://www.redfin.com/bc/vancouver/5723-Balsam-St-V6M-4B8/unit-211/home/156194382,
4473,5723 Balsam St #211,1.0,1.0,869.0,635000.0,V6M 4B8,49.234394,-123.1617696,https://www.redfin.com/bc/vancouver/5723-Balsam-St-V6M-4B8/unit-211/home/156194382,
4474,5723 Collingwood St #304,3.0,2.0,1256.0,1228000.0,V6N 4K6,49.2344645,49.2344645,https://www.redfin.com/bc/vancouver/5723-Collingwood-St-V6N-4K6/unit-304/home/156009355,
4475,5723 Collingwood St #304,3.0,2.0,1256.0,1228000.0,V6N 4K6,49.2344645,-123.1822224,https://www.redfin.com/bc/vancouver/5723-Collingwood-St-V6N-4K6/unit-304/home/156009355,
4476,5733 Alberta St #206,1.0,1.0,579.0,828000.0,V5Y 0M3,49.2331413,49.2331413,https://www.redfin.com/bc/vancouver/5733-Alberta-St-V5Y-4B2/unit-206/home/179103852,
4477,5735 Earles St,6.0,3.0,2419.0,1549000.0,V5R 3S4,49.2320009,49.2320009,https://www.redfin.com/bc/vancouver/5735-Earles-St-V5R-3S4/home/154599643,
4478,5735 Earles St,6.0,3.0,2419.0,1549000.0,V5R 3S4,49.2320009,-123.0491291,https://www.redfin.com/bc/vancouver/5735-Earles-St-V5R-3S4/home/154599643,
4479,5737 Clarendon St #1,3.0,3.5,1654.0,1798000.0,V5R 3K4,49.2320296,49.2320296,https://www.redfin.com/bc/vancouver/5737-Clarendon-St-V5R-3K4/unit-1/home/194981982,
4480,5737 Clarendon St #1,3.0,3.5,1654.0,1798000.0,V5R 3K4,49.2320296,-123.0555627,https://www.redfin.com/bc/vancouver/5737-Clarendon-St-V5R-3K4/unit-1/home/194981982,
4481,5741 St. George St,3.0,2.5,1591.0,1499000.0,V5W 2Y4,49.2323228,49.2323228,https://www.redfin.com/bc/vancouver/5741-St-George-St-V5W-2Y4/home/155383597,
4482,5741 St. George St,3.0,2.5,1591.0,1499000.0,V5W 2Y4,49.2323228,-123.0951829,https://www.redfin.com/bc/vancouver/5741-St-George-St-V5W-2Y4/home/155383597,
4483,5756 St. Margarets St,6.0,3.0,2941.0,2288000.0,V5R 3H5,49.2318743,49.2318743,https://www.redfin.com/bc/vancouver/5756-St-Margarets-St-V5R-3H5/home/154684894,
4484,576 W 17th Ave,2.0,2.0,844.0,2583000.0,V5Z 1T5,49.2558148,49.2558148,https://www.redfin.com/bc/vancouver/576-W-17th-Ave-V5Z-1T5/home/156795360,
4485,576 W 37th Ave,6.0,1.5,2225.0,7800000.0,V5Z 2K9,49.2371138,49.2371138,https://www.redfin.com/bc/vancouver/576-W-37th-Ave-V5Z-2K9/home/156768967,
4486,5762 Churchill St,6.0,7.0,5714.0,8890000.0,V6M 3H2,49.2337668,49.2337668,https://www.redfin.com/bc/vancouver/5762-Churchill-St-V6M-3H2/home/156135191,
4487,5762 Churchill St,6.0,7.0,5714.0,8890000.0,V6M 3H2,49.2337668,-123.1410428,https://www.redfin.com/bc/vancouver/5762-Churchill-St-V6M-3H2/home/156135191,
4488,5769 Hudson St,7.0,11.0,6072.0,3998000.0,V6M 2Z2,49.2335282,49.2335282,https://www.redfin.com/bc/vancouver/5769-Hudson-St-V6M-2Z2/home/156145703,
4489,577 W 26th Ave,3.0,2.5,1453.0,1999900.0,V5Z 2E4,49.2482209,49.2482209,https://www.redfin.com/bc/vancouver/577-W-26th-Ave-V5Z-2E4/home/192637240,
4490,577 W 26th Ave,3.0,2.5,1453.0,1999900.0,V5Z 2E4,49.2482209,-123.1178322,https://www.redfin.com/bc/vancouver/577-W-26th-Ave-V5Z-2E4/home/192637240,
4491,577 W 28th Ave,4.0,3.0,3440.0,5750000.0,V5Z 2H2,49.2463952,49.2463952,https://www.redfin.com/bc/vancouver/577-W-28th-Ave-V5Z-2H2/home/156782508,
4492,5770 Oak St #207,2.0,2.0,1038.0,920000.0,V6M 4M5,49.2333991,49.2333991,https://www.redfin.com/bc/vancouver/5770-Oak-St-V6M-2V9/unit-207/home/156087232,
4493,5770 Oak St #210,2.0,2.0,1093.0,988000.0,V6M 2V9,49.2333991,49.2333991,https://www.redfin.com/bc/vancouver/5770-Oak-St-V6M-2V9/unit-210/home/156087125,
4494,5770 Oak St #506,2.0,2.0,1241.0,1135000.0,V6M 4M5,49.2333991,49.2333991,https://www.redfin.com/bc/vancouver/5770-Oak-St-V6M-2V9/unit-506/home/156066804,
4495,5773 Rhodes St,5.0,3.0,2814.0,1980000.0,V5R 3P3,49.231577,49.231577,https://www.redfin.com/bc/vancouver/5773-Rhodes-St-V5R-3P3/home/154658633,
4496,5776 Angus Dr,4.0,2.5,3909.0,4899000.0,V6M 3N8,49.2338123,49.2338123,https://www.redfin.com/bc/vancouver/5776-Angus-Dr-V6M-3N8/home/156225409,
4497,578 W 59th Ave,8.0,5.0,2851.0,2990000.0,V6P 1X5,49.2167275,49.2167275,https://www.redfin.com/bc/vancouver/578-W-59th-Ave-V6P-1X5/home/155503811,
4498,578 W 59th Ave,8.0,5.0,2851.0,2990000.0,V6P 1X5,49.2167275,-123.1194411,https://www.redfin.com/bc/vancouver/578-W-59th-Ave-V6P-1X5/home/155503811,
4499,5790 Adera St,6.0,6.0,7222.0,5880000.0,V6M 3J2,49.2335481,49.2335481,https://www.redfin.com/bc/vancouver/5790-Adera-St-V6M-3J2/home/156246435,
4500,5790 E Boulevard #402,3.0,2.0,1353.0,1549900.0,V6M 4M4,49.233848,49.233848,https://www.redfin.com/bc/vancouver/5790-East-Blvd-V6M-4M4/unit-402/home/156121352,
4501,58 Keefer Pl #1503,1.0,1.0,619.0,699900.0,V6B 0B8,49.2792813,49.2792813,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-1503/home/155391634,
4502,58 Keefer Pl #2208,2.0,2.0,820.0,899000.0,V6B 0B8,49.2792813,49.2792813,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-2208/home/155645437,
4503,58 Keefer Pl #2303,2.0,2.0,857.0,1038000.0,V6B 0B8,49.2792813,49.2792813,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-2303/home/155349110,
4504,58 Keefer Pl #2903,2.0,2.5,1750.0,2398000.0,V6B 0B8,49.2792813,49.2792813,https://www.redfin.com/bc/vancouver/58-Keefer-Pl-V6B-0B8/unit-2903/home/155531210,
4505,58 Keefer St #807,1.0,1.0,631.0,710000.0,V5P 3X1,49.2791577,49.2791577,https://www.redfin.com/bc/vancouver/58-Keefer-St-V6A-1X4/unit-807/home/194479844,
4506,5809 Cartier St,5.0,6.0,5035.0,5188000.0,V6M 3A6,49.2332925,49.2332925,https://www.redfin.com/bc/vancouver/5809-Cartier-St-V6M-3A6/home/156133134,
4507,5809 Cartier St,5.0,6.0,5035.0,5188000.0,V6M 3A6,49.2332925,-123.138385,https://www.redfin.com/bc/vancouver/5809-Cartier-St-V6M-3A6/home/156133134,
4508,5818 Lincoln St #211,2.0,2.0,948.0,659000.0,V5R 4P7,49.2319166,49.2319166,https://www.redfin.com/bc/vancouver/5818-Lincoln-St-V5R-4P7/unit-211/home/154540827,
4509,5826 Angus Dr,6.0,6.5,5342.0,8580000.0,V6M 3N8,49.2334195,49.2334195,https://www.redfin.com/bc/vancouver/5826-Angus-Dr-V6M-3N8/home/156243756,
4510,5826 Angus Dr,6.0,6.5,5342.0,8580000.0,V6M 3N8,49.2334195,-123.147339,https://www.redfin.com/bc/vancouver/5826-Angus-Dr-V6M-3N8/home/156243756,
4511,583 Beach Cres #2305,2.0,2.0,1040.0,1399800.0,V6Z 3E6,49.27341,49.27341,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-2305/home/155823579,
4512,583 Beach Cres #2305,2.0,2.0,1040.0,1399800.0,V6Z 3E6,49.27341,-123.1292831,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-2305/home/155823579,
4513,583 Beach Cres #2903,2.0,2.0,1245.0,1998888.0,V6Z 3E6,49.27341,49.27341,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-2903/home/155735830,
4514,583 Beach Cres #2905,2.0,2.0,1040.0,1788000.0,V6Z 3E6,49.27341,49.27341,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-2905/home/155735753,
4515,583 Beach Cres #2905,2.0,2.0,1040.0,1788000.0,V6Z 3E6,49.27341,-123.1292831,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-2905/home/155735753,
4516,583 Beach Cres #3006,2.0,2.0,1056.0,1599000.0,V6Z 3E6,49.27341,49.27341,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-3006/home/155941651,
4517,583 Beach Cres #3006,2.0,2.0,1056.0,1599000.0,V6Z 3E6,49.27341,-123.1292831,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-3006/home/155941651,
4518,583 Beach Cres #301,1.0,1.0,772.0,858000.0,V6Z 3E6,49.27341,49.27341,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-301/home/155943606,
4519,583 Beach Cres #3207,1.0,1.0,731.0,899000.0,V6Z 3E6,49.27341,49.27341,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-3207/home/155735419,
4520,583 Beach Cres #3207,1.0,1.0,731.0,899000.0,V6Z 3E6,49.27341,-123.1292831,https://www.redfin.com/bc/vancouver/583-Beach-Cres-V6Z-3E6/unit-3207/home/155735419,
4521,5831 Wales St,3.0,2.5,1320.0,1249000.0,V5R 0E6,49.2309708,49.2309708,https://www.redfin.com/bc/vancouver/5831-Wales-St-V5R-3N5/home/168605259,
4522,5836 Highbury St,3.0,3.0,1717.0,2480000.0,V6N 1Z1,49.2334379,49.2334379,https://www.redfin.com/bc/vancouver/5836-Highbury-St-V6N-1Z1/home/194587055,
4523,5838 Highbury St,5.0,4.0,2470.0,3480000.0,V6N 1Z1,49.2333892,49.2333892,https://www.redfin.com/bc/vancouver/5838-Highbury-St-V6N-1Z1/home/156068284,
4524,5838 Highbury St,5.0,4.0,2470.0,3480000.0,V6N 1Z1,49.2333892,-123.1878909,https://www.redfin.com/bc/vancouver/5838-Highbury-St-V6N-1Z1/home/156068284,
4525,584 Nanaimo St,4.0,1.0,1440.0,2500000.0,V5L 4S1,49.279324,49.279324,https://www.redfin.com/bc/vancouver/584-Nanaimo-St-V5L-2A6/home/156784808,
4526,584 W 28th Ave,2.0,2.5,1159.0,1598800.0,V5Z 2H1,49.245942,49.245942,https://www.redfin.com/bc/vancouver/584-W-28th-Ave-V5Z-2H1/home/194873406,
4527,584 W 28th Ave,2.0,2.5,1159.0,1598800.0,V5Z 2H1,49.245942,-123.118085,https://www.redfin.com/bc/vancouver/584-W-28th-Ave-V5Z-2H1/home/194873406,
4528,585 E 54th Ave,4.0,2.5,2783.0,1945000.0,V5X 1L5,49.2211544,49.2211544,https://www.redfin.com/bc/vancouver/585-E-54th-Ave-V5X-1L5/home/155809064,price
4529,585 W 28th Ave,5.0,2.5,3450.0,5750000.0,V5Z 2H2,49.2463865,49.2463865,https://www.redfin.com/bc/vancouver/585-W-28th-Ave-V5Z-2H2/home/156763486,
4530,585 W 29th Ave,3.0,2.5,1830.0,3298000.0,V5Z 2H8,49.2455232,49.2455232,https://www.redfin.com/bc/vancouver/585-W-29th-Ave-V5Z-2H8/home/195252228,
4531,5855 Willow St,5.0,3.5,3145.0,3590000.0,V5Z 3S7,49.2321573,49.2321573,https://www.redfin.com/bc/vancouver/5855-Willow-St-V5Z-3S7/home/156618147,
4532,586 W 28th Ave,2.0,2.5,1150.0,1699999.0,V5Z 2H1,49.2459418,49.2459418,https://www.redfin.com/bc/vancouver/586-W-28th-Ave-V5Z-2H1/home/192715872,
4533,5869 Granville St,4.0,4.0,4750.0,5246640.0,V6M 3C8,49.2328219,49.2328219,https://www.redfin.com/bc/vancouver/5869-Granville-St-V6M-3C8/home/156146240,
4534,587 W 7th Ave #702,2.0,2.0,787.0,928000.0,V5Z 1B4,49.2652167,49.2652167,https://www.redfin.com/bc/vancouver/587-W-7th-Ave-V5Z-1B4/unit-702/home/156483314,
4535,587 W 7th Ave #702,2.0,2.0,787.0,928000.0,V5Z 1B4,49.2652167,-123.1168975,https://www.redfin.com/bc/vancouver/587-W-7th-Ave-V5Z-1B4/unit-702/home/156483314,
4536,5872 Culloden St,5.0,3.0,2586.0,2149000.0,V5W 3S2,49.2312481,49.2312481,https://www.redfin.com/bc/vancouver/5872-Culloden-St-V5W-3S2/home/155363802,
4537,5878 Ormidale St,5.0,2.5,2696.0,1949000.0,V5R 4R3,49.2306368,49.2306368,https://www.redfin.com/bc/vancouver/5878-Ormidale-St-V5R-4R3/home/154578648,
4538,5878 Ormidale St,5.0,2.5,2696.0,1949000.0,V5R 4R3,49.2306368,-123.0247092,https://www.redfin.com/bc/vancouver/5878-Ormidale-St-V5R-4R3/home/154578648,
4539,588 Broughton St #1006,1.0,1.0,667.0,828000.0,V6G 3E3,49.289594,49.289594,https://www.redfin.com/bc/vancouver/588-Broughton-St-V6G-3E3/unit-1006/home/155324984,
4540,588 Broughton St #1806,1.0,1.0,667.0,968000.0,V6G 3E3,49.289594,49.289594,https://www.redfin.com/bc/vancouver/588-Broughton-St-V6G-3E3/unit-1806/home/155582989,
4541,588 Broughton St #203,1.0,1.0,597.0,738000.0,V6G 3E3,49.289594,49.289594,https://www.redfin.com/bc/vancouver/588-Broughton-St-V6G-3E3/unit-203/home/155325427,
4542,588 Broughton St #508,1.0,1.0,528.0,599000.0,V6G 3E3,49.289594,49.289594,https://www.redfin.com/bc/vancouver/588-Broughton-St-V6G-3E3/unit-508/home/155583686,
4543,588 Broughton St #508,1.0,1.0,528.0,599000.0,V6G 3E3,49.289594,-123.1268011,https://www.redfin.com/bc/vancouver/588-Broughton-St-V6G-3E3/unit-508/home/155583686,
4544,5887 Battison St,11.0,7.0,3704.0,3228000.0,V5R 4M7,49.2304389,49.2304389,https://www.redfin.com/bc/vancouver/5887-Battison-St-V5R-4M7/home/154513868,
4545,5888 Ormidale St,6.0,3.5,2517.0,1899000.0,V5R 4R3,49.2304562,49.2304562,https://www.redfin.com/bc/vancouver/5888-Ormidale-St-V5R-4R3/home/154640591,
4546,5889 Granville St,2.0,3.0,2755.0,5443389.0,V6M 3C8,49.2326886,49.2326886,https://www.redfin.com/bc/vancouver/5889-Granville-St-V6M-3C7/home/156247922,
4547,589 W 7th Ave,2.0,2.0,1002.0,1169800.0,V5Z 1B4,49.2651404,49.2651404,https://www.redfin.com/bc/vancouver/589-W-7th-Ave-V5Z-1B4/home/168575628,
4548,589 W 7th Ave,2.0,2.0,1002.0,1169800.0,V5Z 1B4,49.2651404,-123.1169653,https://www.redfin.com/bc/vancouver/589-W-7th-Ave-V5Z-1B4/home/168575628,
4549,5895 Prince Albert St,10.0,5.0,3011.0,2888000.0,V5W 3E1,49.2311055,49.2311055,https://www.redfin.com/bc/vancouver/5895-Prince-Albert-St-V5W-3E1/home/155413932,
4550,5896 Ontario St,7.0,5.0,2067.0,2498000.0,V5W 2L9,49.2312,49.2312,https://www.redfin.com/bc/vancouver/5896-Ontario-St-V5W-2L9/home/155414141,
4551,590 Nicola St #1004,1.0,1.0,808.0,1185000.0,V6G 3J8,49.2905301,49.2905301,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-1004/home/155192783,
4552,590 Nicola St #1007,1.0,1.0,735.0,1050000.0,V6G 3J8,49.2905301,49.2905301,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-1007/home/155193907,
4553,590 Nicola St #1007,1.0,1.0,735.0,1050000.0,V6G 3J8,49.2905301,-123.1279184,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-1007/home/155193907,
4554,590 Nicola St #1102,2.0,2.0,1440.0,2999000.0,V6G 3J8,49.2905301,49.2905301,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-1102/home/155193058,
4555,590 Nicola St #1302,2.0,2.0,1435.0,2630000.0,V6G 3J8,49.2905301,49.2905301,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-1302/home/155329775,
4556,590 Nicola St #1804,2.0,2.0,1232.0,1988000.0,V6G 3J8,49.2905301,49.2905301,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-1804/home/155329754,
4557,590 Nicola St #402,2.0,2.0,1432.0,2268000.0,V6G 3J8,49.2905301,49.2905301,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-402/home/155406590,
4558,590 Nicola St #402,2.0,2.0,1432.0,2268000.0,V6G 3J8,49.2905301,-123.1279184,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-402/home/155406590,
4559,590 Nicola St #408,2.0,2.0,1211.0,1598000.0,V6G 3J8,49.2905301,49.2905301,https://www.redfin.com/bc/vancouver/590-Nicola-St-V6G-3J8/unit-408/home/155476661,
4560,5905 Earles St,5.0,3.0,2948.0,3168000.0,V5R 3S7,49.2301311,49.2301311,https://www.redfin.com/bc/vancouver/5905-Earles-St-V5R-3S7/home/154668555,
